Time,Water_balance,Pollutant_balance,BW_V,BW_c,GW_V,GW_c,PGW_V,PGW_c,PW_V,PW_c,RW_V,RW_c,Q_MBRBW,Q_MBRGW,Q_ROGWBW,Q_ROPW,C_battery_charge,E_use_renewable,E_use_grid,Q_Infiltration,c_Infiltration,Q_Truck,c_Truck,Q_CityWater,Q_Roof,Q_BS,Q_BT,Q_CL,Q_DW,Q_GA,Q_KS,Q_SH,Q_TL,Q_WM,Q_RWPW_Treat,Q_CWPW_Fill,Q_RW_infil_Purge,Q_RW_infil_Infiltrate,Q_GW_infil_Treat,Q_BW_infil_Treat,Q_Purge_Purge,Q_Purge_Infiltrate,Q_GWPGW_emptyGW_Treat,Q_GWPGW_emptyGW_Treat,Q_GWPGW_refillPGW_Treat,Q_GWPGW_refillPGW_Treat,Q_BWPGW_Treat,Q_BWPGW_Treat,Q_RWPGW_Treat,Q_RainRefillControl_Tap,Q_GW_empty_Truck,Q_BW_empty_Truck
2015-01-01T00:00:00.000+01:00,-1.0061396160665481e-16,-8.3995310706797e-15,0.0008798876606486737,127.61543354383953,0.0008344721334730274,249.6736682419102,0.999005039539754,70.0,0.9992806006661245,70.0,10.0,70.0,0.0,0.0,0.0,0.0,1.9997023680912983,0.0002678687178315158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032437199620530006,0.000010930670758243648,0.000060416668467223644,0.00005313233196735381,0.0,0.0003950273376703262,0.0000510097968718037,0.00081947099218145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T00:15:00.000+01:00,2.949029909160572e-17,-7.979727989493313e-15,0.001634771234523505,130.10939869246719,0.0015653949720924718,249.43929448319885,0.9981346338209369,70.0,0.9986651999724471,70.00000000000002,10.0,70.0,0.0,0.0,0.0,0.0,1.999444415589129,0.00023215725195223057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002858450541272759,0.000012563990789931268,0.000060416668467223644,0.000044326197132468216,0.0,0.00032955563955008985,0.000058631957019679245,0.0006944669054076075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T00:30:00.000+01:00,8.326672684688674e-17,9.256484467812243e-15,0.0022684823048952967,132.95213759437613,0.00217636260965839,248.86202721714637,0.9973515263080317,69.99999999999999,0.9982036287774145,70.0,10.0,70.0,0.0,0.0,0.0,0.0,1.9992283255356678,0.00019448104811526718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024010983338579534,0.00002110751326661557,0.000060416668467223644,0.000029787200689315794,0.0,0.0002214613616466522,0.00009850172857753932,0.000573294401904568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T00:45:00.000+01:00,6.418476861114186e-17,8.923417560424696e-15,0.0027982627911679448,136.02247667732918,0.0026780075309844684,248.12522319507048,0.9966432265324099,69.99999999999999,0.9978805031454376,70.0,10.0,70.0,0.0,0.0,0.0,0.0,1.9990492586246265,0.000161160219937301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020009151775389909,0.000028583089630119503,0.000060416668467223644,0.00001654844811186194,0.0,0.00012303411422297358,0.00013338775160722432,0.00046936381780542433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T01:00:00.000+01:00,6.071532165918825e-17,2.2967738821932927e-14,0.003211061543901451,139.68602848244258,0.0030625645869132129,247.38740338035479,0.9960510386238644,69.99999999999997,0.9976753352453209,70.00000000000002,10.0,70.0,0.0,0.0,0.0,0.0,1.9989108287967339,0.00012458684510347666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015771188750863074,0.00003053050294518471,0.000060416668467223644,0.000006382972456049173,0.0,0.000047456012608017773,0.00014247568041086196,0.0003523820842662826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T01:15:00.000+01:00,6.158268339717665e-17,3.0683788843077767e-14,0.0035171758034080269,143.95618381223466,0.0033260619464356565,246.7730659504065,0.9955989451489576,69.99999999999997,0.9975578171011986,70.0,10.0,70.0,0.0,0.0,0.0,0.0,1.9988119378906527,0.00008900181547328429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001133437759708613,0.00002566195600200444,0.000060416668467223644,5.614647221227642e-7,0.0,0.000004174368151434465,0.00011975579467602073,0.0002456975910393521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T01:30:00.000+01:00,1.0928757898653885e-16,3.36952687973735e-14,0.003718521372729447,149.02293076133808,0.003479196229122171,246.4370812646827,0.9953114524649889,69.99999999999997,0.9974908299331594,70.0,10.0,70.0,0.0,0.0,0.0,0.0,1.998750396249679,0.00005538747687623981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00006698716803919523,0.0000152024319965858,0.000060416668467223644,0.0,0.0,0.0,0.00007094468265073373,0.00014092890085419638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T01:45:00.000+01:00,1.1796119636642289e-16,3.6887159993170829e-14,0.003871134524147492,154.30647430187387,0.0035717796234021076,246.21493328790155,0.9951114939970571,69.99999999999997,0.9974455918553932,70.0,10.0,70.0,0.0,0.0,0.0,0.0,1.99870782740494,0.000038311960265309604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00004523807776626199,0.000008355055855354293,0.000060416668467223644,0.0,0.0,0.0,0.00003899026065832004,0.00009219648295082152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T02:00:00.000+01:00,7.719519468096792e-17,4.193867475521529e-14,0.003964598230469856,160.14689324945079,0.0035871904024985265,246.12443710644588,0.9950180302907348,69.99999999999997,0.9974301810762968,69.99999999999999,10.0,70.0,0.0,0.0,0.0,0.0,1.9986889255845549,0.000017011638346684773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00001541077909641899,0.0,0.000060416668467223644,0.0,0.0,0.0,0.0,0.00003304703785513993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T02:15:00.000+01:00,1.9081958235744879e-17,5.4012350148013868e-14,0.004025015388837077,166.29890136947464,0.003587192111398516,246.1244585117098,0.9949576120329675,69.99999999999997,0.9974301804667969,69.99999999999997,10.0,70.0,0.0,0.0,0.0,0.0,1.9986784361978767,0.000009440448010501606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1619999868605076e-10,1.1729999928711264e-10,0.000060416668467223644,5.289999967850178e-11,0.0,3.9329999760973066e-10,5.473999966731924e-10,4.89899997022647e-10,3.817999976796216e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T02:30:00.000+01:00,-3.8163916471489759e-17,6.608602554081244e-14,0.004085432547204298,172.2689523309507,0.003587193820298506,246.12447991695337,0.9948971937752003,69.99999999999997,0.997430179857297,69.99999999999996,10.0,70.0,0.0,0.0,0.0,0.0,1.9986679468111986,0.000009440448010501606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1619999868605076e-10,1.1729999928711264e-10,0.000060416668467223644,5.289999967850178e-11,0.0,3.9329999760973066e-10,5.473999966731924e-10,4.89899997022647e-10,3.817999976796216e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T02:45:00.000+01:00,1.2663481374630693e-16,7.754907827006718e-14,0.004182248883185429,177.34206520987338,0.0036059120255898765,246.1738282763236,0.9947971185038461,69.99999999999997,0.9974147205873785,69.99999999999996,10.0,70.0,0.0,0.0,0.0,0.0,1.9986478887311166,0.000018052272073828137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000044740860542515299,3.1436400400707495e-7,0.000060416668467223644,0.00000147753935016226,0.0,0.000010985183864249849,0.000001467032018699683,0.00003639966751390602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T03:00:00.000+01:00,1.3877787807814457e-16,1.0443035325380379e-13,0.00429654661252488,181.83088103770585,0.0036331773072129896,246.21594186511363,0.9946807817705113,69.99999999999996,0.9973894943097507,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9986233118194912,0.000022119220462900556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000010066726184450089,0.0,0.000060416668467223644,0.0000020390039953053929,0.0,0.000015159551443357488,0.0,0.000053881060872226945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T03:15:00.000+01:00,1.0755285551056204e-16,1.0486056467584604e-13,0.004407970688630348,186.14644213568398,0.00366558512954003,246.32779208599869,0.9945658445653707,69.99999999999996,0.9973605996164588,69.99999999999996,10.0,70.0,0.0,0.0,0.0,0.0,1.998598341003791,0.00002247373413007949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000010439562651445156,0.0,0.000060416668467223644,0.000002482269033498596,0.0,0.000018455130640359132,0.0,0.00005100740763824432,0.0000010308600017378922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T03:30:00.000+01:00,1.3010426069826054e-16,1.0455525334407412e-13,0.004516521111501834,190.30980863406809,0.0037041137968202915,246.49864791379043,0.9944525601871036,69.99999999999996,0.9973268049045742,69.99999999999996,10.0,70.0,0.0,0.0,0.0,0.0,1.998572806439529,0.000022981107836210412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000010066726184450089,0.0,0.000060416668467223644,0.0000031914834567578507,0.0,0.000023727985700243153,0.0,0.000048133754404261704,0.000001542471938810195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T03:45:00.000+01:00,1.8041124150158795e-16,1.2791157022462585e-13,0.004607111161738622,194.66477131357517,0.003733631503947161,246.64658513223896,0.9943580581059333,69.99999999999995,0.9973011992283808,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9985519543983202,0.000018766837088071493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000006711150789633393,0.0,0.000060416668467223644,0.000002541368913953192,0.0,0.00001889452540373895,0.0,0.000030173381769563998,0.0000013706620195443975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T04:00:00.000+01:00,1.1796119636642289e-16,1.2990997166895113e-13,0.0046823750328782369,199.1916964034686,0.003749075579498802,246.69278505461754,0.9942813757953239,69.99999999999993,0.9972871735922989,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9985362064909085,0.000014173116670508534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000003479846981063019,0.0,0.000060416668467223644,0.000001418439469707664,0.0,0.000010545789100870025,0.0,0.000014847202672390266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T04:15:00.000+01:00,1.6306400674181987e-16,1.2408130078966906e-13,0.004789488626281138,202.85337552745239,0.003860742456478672,246.84178214630084,0.9940996679103729,69.99999999999993,0.9972501010068672,69.99999999999996,10.0,70.0,0.0,0.0,0.0,0.0,1.998498223770356,0.000034184448497308035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00001180663850624114,0.000012563990789931268,0.000060416668467223644,0.0000033983437385177234,0.0,0.00002526594692550134,0.000058631957019679245,0.00004669692493567709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T04:30:00.000+01:00,-1.3877787807814458e-17,1.196126531155528e-13,0.00490354689592413,206.19714861295973,0.0040644727530865,246.98636966871977,0.9938126116759068,69.99999999999993,0.9972193686750825,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9984430521442709,0.000049654463476690575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000014913648705696686,0.000030153583358041937,0.000060416668467223644,0.0000021276591275818644,0.0,0.00001581868307897821,0.00014071672233752905,0.000053641601175768296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T04:45:00.000+01:00,-4.85722573273506e-17,1.4160894679093872e-13,0.0050262261309722568,209.19270352796469,0.004321266683525662,247.07925039143653,0.9934561746371494,69.99999999999992,0.9971963325483527,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9983771713863739,0.00005929268210738883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000018642061196733264,0.00004114708042005077,0.000060416668467223644,5.910146623500623e-7,0.0,0.000004394065533124376,0.00019201970862690358,0.00006226256658090278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T05:00:00.000+01:00,-2.949029909160572e-17,1.5540346787190629e-13,0.005154892137887994,211.9095786759699,0.0045686240147693548,247.14904757071279,0.9931044302303029,69.9999999999999,0.9971720536170398,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9983118895568326,0.00005875364658741092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000019884865779895335,0.00003926247975323349,0.000060416668467223644,5.910146623500623e-7,0.0,0.000004394065533124376,0.00018322490551508962,0.00006824933844851329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T05:15:00.000+01:00,-2.7755575615628916e-17,1.6496526367149045e-13,0.005296729061162671,214.19699463425062,0.004795651432373468,247.57673303620829,0.9927645274801846,69.99999999999989,0.9971430920262793,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9982478506087634,0.000057635053262310963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000022370472429320213,0.00003298047753050923,0.000060416668467223644,8.865246878121979e-7,0.0,0.000006591118331125472,0.00015390889514237642,0.0000814202548074536,0.000010289929482969456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T05:30:00.000+01:00,6.591949208711867e-17,1.790234627208065e-13,0.005462513128939657,215.83304651618145,0.004988587247521408,248.21933411783204,0.9924576052850517,69.99999999999987,0.9970912943384872,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9981855728513112,0.000056049981707019473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000029827320063486694,0.000021358793901745228,0.000060416668467223644,0.00000295507870032452,0.0,0.000021970367728499697,0.00009967437154147774,0.00010536739930976182,0.000017149883212405258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T05:45:00.000+01:00,5.377642775528102e-17,1.8079981956020674e-13,0.005672359925263203,216.4221293431745,0.0052196515091618299,248.81457728920436,0.9921022935238583,69.99999999999989,0.9970056950417167,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.998109025792637,0.00006889235280686988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000048469378743320695,0.000021641474033240227,0.000060416668467223644,0.00000499408254167065,0.0,0.00003712991802720353,0.00010099354548845439,0.00014943012785632162,0.000017835862806532534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T06:00:00.000+01:00,1.5959455978986626e-16,1.9395596240201485e-13,0.005974163693512432,215.09177767046845,0.005713711061409465,248.9237867837572,0.9915036601146714,69.99999999999989,0.9968084651304066,69.99999999999993,10.0,70.0,0.0,0.0,0.0,0.0,1.997970855077273,0.00012435364382763507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00008649920301511884,0.000049753418276086445,0.000060416668467223644,0.00001489360403968021,0.0,0.00011073070829501375,0.00023218261862173676,0.00024138709978200492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T06:15:00.000+01:00,1.700029006457271e-16,2.0172752357439094e-13,0.006411747765272498,211.37167943684688,0.006747419382712594,249.05425004730146,0.9903613285142958,69.99999999999987,0.9964795043377189,69.99999999999993,10.0,70.0,0.0,0.0,0.0,0.0,1.9977154223701437,0.0002298894364161242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001510007568541914,0.00012014318531379102,0.000060416668467223644,0.00002393614517059177,0.0,0.00017796003583353014,0.0005606681981310248,0.0003771674032928422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T06:30:00.000+01:00,1.97758476261356e-16,2.13690176664727e-13,0.0069918172629844549,205.82151377071313,0.00844886700887864,249.1560625564533,0.9885520700163704,69.99999999999986,0.9960072457117664,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9973193256472482,0.0003564870506059378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002261904341354966,0.00021107507804408668,0.000060416668467223644,0.000033096891297027465,0.0,0.0002460681918170303,0.0009850170308724044,0.0005196528292447328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T06:45:00.000+01:00,1.734723475976807e-16,2.240430063693566e-13,0.00775867442622,198.56687837016967,0.01092577711932992,249.20993415841125,0.9859609875738558,69.99999999999985,0.9953545608805942,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.996756171606678,0.0005068386365135666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000323129191622138,0.0003140998380258679,0.000060416668467223644,0.000044326197132468216,0.0,0.00032955563955008985,0.001465799244120717,0.0007064404947683215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T07:00:00.000+01:00,4.0245584642661927e-16,2.355893258254582e-13,0.008756621426112593,190.04117714330236,0.014286383645391813,249.2246883557396,0.982500336387002,69.99999999999985,0.9944566585414932,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9959994782861999,0.0006810239884303882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004530022403597831,0.0004240347922593355,0.000060416668467223644,0.000059840364158153525,0.0,0.00044490009874105453,0.0019788290305435658,0.0009375303314253687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T07:15:00.000+01:00,3.400058012914542e-16,2.365330153963896e-13,0.009956921775947899,181.4662337448135,0.01856523041107857,250.32420046902684,0.9781730087707268,69.99999999999985,0.9933048390422464,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.995048237467533,0.0008561167368003224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005915749413147568,0.0005179506230726838,0.000060416668467223644,0.00007535453118383884,0.0,0.0005602445579320193,0.0024171029076725245,0.0011398836813680826,0.00011661920451093465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T07:30:00.000+01:00,2.7755575615628915e-16,2.329803017175891e-13,0.011318266610681652,173.6017394518936,0.02381548568903634,252.66383409774503,0.9729758450099157,69.99999999999985,0.991890402690366,69.99999999999995,10.0,70.0,0.0,0.0,0.0,0.0,1.9939003902257464,0.0010330625176080502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007388473347574472,0.0005988313559442759,0.000060416668467223644,0.00009086869820952414,0.0,0.0006755890171229839,0.002794546327739954,0.0013009281662665308,0.00035157254418358207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01T07:45:00.000+01:00,1.942890293094024e-16,2.4935609133081016e-13,0.012783182774383215,166.83917940546744,0.02975018941938111,255.65253767143893,0.9671412063031907,69.99999999999985,0.9903254215030448,69.99999999999993,10.0,70.0,0.0,0.0,0.0,0.0,1.992615733994141,0.00115619060844474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008575351221114395,0.000642962360791862,0.000060416668467223644,0.00009515356432646512,0.0,0.0007074460652098059,0.003000491017028689,0.0014044994952343404,0.0006311156008765101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
